"PolicyNo","Policy_Company","Policy_Installment_Term","Policy_Billing_Code","Policy_Method_Of_Payment","Policy_Reinstatement_Fee_Indicator","Policy_Zip_Code_Garaging_Location","Vehicle_Territory","Vehicle_Make_Year","Vehicle_Make_Description","Vehicle_Performance","Vehicle_New_Cost_Amount","Vehicle_Symbol","Vehicle_Number_Of_Drivers_Assigned","Vehicle_Usage","Vehicle_Miles_To_Work","Vehicle_Days_Per_Week_Driven","Vehicle_Annual_Miles","Vehicle_Anti_Theft_Device","Vehicle_Passive_Restraint","Vehicle_Age_In_Years","Vehicle_Med_Pay_Limit","Vehicle_Bodily_Injury_Limit","Vehicle_Physical_Damage_Limit","Vehicle_Comprehensive_Coverage_Indicator","Vehicle_Comprehensive_Coverage_Limit","Vehicle_Collision_Coverage_Indicator","Vehicle_Collision_Coverage_Deductible","Driver_Total","Driver_Total_Male","Driver_Total_Female","Driver_Total_Single","Driver_Total_Married","Driver_Total_Related_To_Insured_Self","Driver_Total_Related_To_Insured_Spouse","Driver_Total_Related_To_Insured_Child","Driver_Total_Licensed_In_State","Driver_Minimum_Age","Driver_Maximum_Age","Driver_Total_Teenager_Age_15_19","Driver_Total_College_Ages_20_23","Driver_Total_Young_Adult_Ages_24_29","Driver_Total_Low_Middle_Adult_Ages_30_39","Driver_Total_Middle_Adult_Ages_40_49","Driver_Total_Adult_Ages_50_64","Driver_Total_Senior_Ages_65_69","Driver_Total_Upper_Senior_Ages_70_plus","Vehicle_Youthful_Driver_Indicator","Vehicle_Youthful_Driver_Training_Code","Vehicle_Youthful_Good_Student_Code","Vehicle_Driver_Points","Vehicle_Safe_Driver_Discount_Indicator","EEA_Liability_Coverage_Only_Indicator","EEA_Multi_Auto_Policies_Indicator","EEA_Policy_Zip_Code_3","EEA_Policy_Tenure","EEA_Agency_Type","EEA_Packaged_Policy_Indicator","EEA_Full_Coverage_Indicator","EEA_Prior_Bodily_Injury_Limit","EEA_PolicyYear","SYS_Renewed","SYS_New_Business","Annual_Premium","Claim_Count","Loss_Amount","Frequency","Severity","Loss_Ratio"
"367296003","Standard ","6","Direct Billed to Insured","Installment","N","42967","30","2000","FORD FOCUS LX    ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","7","5000","50-100 ","25000","N","-1","N","-1","1","0","1","0","0","1","0","0","1","38","38","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","429","1.0","Preferred","N","N","40-100 ","2006","Y","N","153.7","1","54.5","2.0","54.5","0.35"
"367329301","Standard ","6","Direct Billed to Insured","Installment","Y","42676","13","2002","HOND ACRD LXSE   ","Standard","-1","14","1","Work    ","11","5","Unknown","Not Applicable","Y","5","1000","25-50  ","25000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","49","49","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","426","0.4","Non-standard","N","Y","20-50","2006","N","N","586.18","0","0.0","0.0","0.0","0.0"
"367355501","Standard ","6","Direct Billed to Insured","Installment","N","43022","30","2001","FORD F150XL-XLT  ","Standard","-1","7","1","Work    ","12","5","Unknown","Passive Disabling-Vehicle Recovery","Y","6","1000","25-50  ","25000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","51","51","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","430","11.4","Preferred","Y","Y","20-50","2006","Y","N","337.08","0","0.0","0.0","0.0","0.0"
"367358302","Preferred","6","Direct Billed to Insured","Installment","Y","43161","31","1997","CADI CATERA      ","Standard","-1","18","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","50-100 ","50000","N","-1","N","-1","2","0","2","1","1","1","0","1","2","17","42","1","0","0","0","1","0","0","0","Y","Without Driver Training        ","Not Eligible for Good Student Credit","0","N","Y","Y","431","0.8","Preferred","N","N","40-100 ","2006","N","N","27.69","0","0.0","0.0","0.0","0.0"
"367363601","Standard ","6","Direct Billed to Insured","Installment","N","43153","30","1995","BUIK LESABRELTD  ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","1000","25-50  ","25000","N","-1","Y","500","1","0","1","0","0","1","0","0","1","62","62","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","431","0.5","Standard","Y","Y","20-50","2006","Y","N","279.84","0","0.0","0.0","0.0","0.0"
"367366902","Standard ","6","Direct Billed to Insured","Installment","N","42787","31","1997","CHEV TAHOE-LSLT  ","Standard","-1","10","99","Work    ","5","5","Unknown","Not Applicable","Y","9","-1","25-50  ","25000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","26","27","0","0","2","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","427","1.0","Standard","N","Y","20-50","2006","Y","N","330.72","0","0.0","0.0","0.0","0.0"
"367370501","Preferred","6","Direct Billed to Insured","Installment","N","42879","35","1993","FORD AEROSTAR    ","Standard","-1","6","1","Work    ","6","5","Unknown","Not Applicable","Y","9","-1","25-50  ","25000","N","-1","N","-1","1","1","0","1","0","1","0","0","1","74","74","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","N","428","0.5","Non-standard","N","N","20-50","2006","Y","N","171.72","0","0.0","0.0","0.0","0.0"
"367371001","Standard ","6","Direct Billed to Insured","Pre-paid","N","42772","31","2006","TYTA SEQUOIA SR  ","Standard","-1","11","1","Farm    ","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","1","5000","100-300","50000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","39","39","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","427","0.5","Standard","Y","Y","100-200","2006","Y","N","341.32","0","0.0","0.0","0.0","0.0"
"367371602","Standard ","6","Direct Billed to Insured","Pre-paid","N","42469","19","2006","VLKS NEW BEETLE  ","Standard","-1","13","1","Pleasure","-1","5","Unknown","Alarm Only","Y","1","-1","25-50  ","25000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","52","52","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","424","0.5","Hybrid","Y","Y","20-50","2006","Y","N","392.2","0","0.0","0.0","0.0","0.0"
"367375603","Standard ","6","Direct Billed to Insured","Installment","N","43900","31","2004","FORD F-250 SUPE  ","Standard","-1","14","99","Work    ","30","5","Unknown","Not Applicable","Y","4","5000","50-100 ","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","45","45","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","439","1.1","Non-standard","Y","Y","40-100 ","2006","N","N","281.45","0","0.0","0.0","0.0","0.0"
"367405501","Standard ","6","Direct Billed to Insured","Installment","Y","42978","30","1989","CHEV PICKUP1500  ","Standard","-1","11","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","1000","50-100 ","35000","N","-1","N","-1","1","0","1","0","0","1","0","0","1","34","34","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","429","0.4","Hybrid","N","N","40-100 ","2006","N","N","93.97","0","0.0","0.0","0.0","0.0"
"367440801","Standard ","12","Premium Finance","Pre-paid","N","42968","30","2006","GMC  SIERRA 150  ","Standard","-1","16","99","Pleasure","-1","5","Unknown","Alarm Only","Y","1","5000","25-50  ","25000","N","-1","Y","500","1","1","0","0","0","1","0","0","1","39","39","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","429","1.0","Hybrid","Y","Y","20-50","2006","Y","N","1049.4","0","0.0","0.0","0.0","0.0"
"367452302","Standard ","6","Direct Billed to Insured","Pre-paid","N","43251","15","1999","TYTA CAMRY       ","Standard","-1","12","1","Pleasure","-1","5","Unknown","Not Applicable","Y","8","1000","25-50  ","25000","N","-1","Y","250","2","1","1","0","2","1","1","0","2","76","78","0","0","0","0","0","0","0","2","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","432","1.0","Non-standard","Y","Y","20-50","2006","Y","N","438.84","0","0.0","0.0","0.0","0.0"
"367478802","Standard ","6","Direct Billed to Insured","Installment","N","43984","31","1992","JEEP WRANGLER S  ","Standard","-1","7","99","Pleasure","-1","5","Unknown","Not Applicable","N","9","-1","25-50  ","25000","N","-1","N","-1","2","1","1","0","2","1","1","0","2","46","53","0","0","0","0","1","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","439","1.0","Non-standard","N","N","20-50","2006","Y","N","115.54","0","0.0","0.0","0.0","0.0"
"367481201","Preferred","6","Direct Billed to Insured","Pre-paid","N","42470","35","1998","FORD WINDSTAR    ","Standard","-1","12","99","Pleasure","-1","5","Unknown","Not Applicable","Y","9","-1","25-50  ","25000","N","-1","N","-1","1","1","0","0","0","1","0","0","1","37","37","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","424","0.5","Hybrid","N","N","20-50","2006","Y","N","160.06","0","0.0","0.0","0.0","0.0"
"367512302","Standard ","6","Direct Billed to Insured","Installment","N","44054","31","2000","FORD EXPDTN XLT  ","Standard","-1","11","99","Work    ","12","5","Unknown","Passive Disabling-Vehicle Recovery","Y","7","1000","25-50  ","25000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","28","32","0","0","1","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","440","1.0","Preferred","N","Y","20-50","2006","Y","N","391.14","0","0.0","0.0","0.0","0.0"
"367551501","Standard ","6","Direct Billed to Insured","Installment","N","43903","31","2007","CAMRY HYBRD      ","Standard","-1","12","99","Business","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","1","5000","100-300","100000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","49","49","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","439","0.5","Non-standard","Y","Y","100-200","2006","Y","N","656.14","1","812.02","2.0","812.02","1.24"
"367588101","Standard ","6","Direct Billed to Insured","Installment","N","43375","26","1994","CHEV CAPRICE CL  ","Standard","-1","7","2","Work    ","20","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","1000","50-100 ","50000","N","-1","Y","500","2","1","1","2","0","1","0","1","2","19","39","1","0","0","1","0","0","0","0","Y","Without Driver Training        ","Not Eligible for Good Student Credit","0","N","N","N","433","0.5","Hybrid","N","Y","40-100 ","2006","Y","N","621.16","0","0.0","0.0","0.0","0.0"
"367610402","Standard ","6","Direct Billed to Insured","Pre-paid","N","42766","31","2005","CHEV SUBURBAN 1  ","Standard","-1","14","1","Farm    ","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","1000","50-100 ","50000","N","-1","Y","250","1","0","1","0","1","0","1","0","1","53","53","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","427","1.0","Standard","Y","Y","40-100 ","2006","Y","N","433.54","0","0.0","0.0","0.0","0.0"
"367618603","Standard ","6","Direct Billed to Insured","Installment","Y","44094","31","1970","FORD F100 PU     ","Standard","-1","7","99","Work    ","18","5","Unknown","Not Applicable","N","9","1000","50-100 ","50000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","46","46","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","440","1.1","Non-standard","N","N","40-100 ","2006","Y","N","174.9","0","0.0","0.0","0.0","0.0"
"367663201","Standard ","6","Direct Billed to Insured","Installment","N","42820","31","2004","CHEV AVALANCHE   ","Standard","-1","16","99","Work    ","5","5","Unknown","Passive Disabling-Vehicle Recovery","Y","3","5000","50-100 ","50000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","25","25","0","0","2","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","428","0.5","Standard","N","Y","40-100 ","2006","Y","N","538.48","0","0.0","0.0","0.0","0.0"
"367681301","Preferred","6","Direct Billed to Insured","Installment","N","42525","35","1998","BMW  740IL       ","Intermediate","-1","23","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","5000","100-300","50000","N","-1","Y","1000","1","0","1","1","0","0","0","0","1","37","37","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","425","0.5","Non-standard","Y","Y","100-200","2006","Y","N","682.64","1","54.5","2.0","54.5","0.08"
"367694802","Standard ","6","Direct Billed to Insured","Pre-paid","N","42878","35","1997","DODG RAM PU1500  ","Standard","-1","16","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","-1","250-500","100000","N","-1","N","-1","1","1","0","0","0","1","0","0","1","68","68","0","0","0","0","0","0","1","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","Y","Y","428","1.0","Standard","N","N","100-400","2006","Y","N","150.52","0","0.0","0.0","0.0","0.0"
"367712201","Standard ","6","Direct Billed to Insured","Installment","N","43175","31","2002","CHEV SILVER1500  ","Standard","-1","12","1","Farm    ","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","5","-1","50-100 ","50000","N","-1","Y","250","1","1","0","0","1","1","0","0","1","59","59","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","431","0.5","Preferred","Y","Y","40-100 ","2006","Y","N","409.16","0","0.0","0.0","0.0","0.0"
"367717601","Standard ","6","Direct Billed to Insured","Pre-paid","N","42562","31","1989","BUIK LESABRE CU  ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","1000","100-300","50000","N","-1","N","-1","1","1","0","1","0","0","0","1","1","18","18","1","0","0","0","0","0","0","0","Y","Without Driver Training        ","Not Eligible for Good Student Credit","0","Y","Y","Y","425","0.5","Standard","N","N","100-200","2006","Y","N","418.7","0","0.0","0.0","0.0","0.0"
"367743601","Standard ","6","Direct Billed to Insured","Installment","N","42870","35","2004","CHEV BLAZER LS-  ","Standard","-1","11","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","3","5000","25-50  ","25000","N","-1","Y","500","1","0","1","0","0","1","0","0","1","55","55","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","428","0.5","Preferred","Y","Y","20-50","2006","Y","N","384.78","0","0.0","0.0","0.0","0.0"
"367773802","Standard ","6","Direct Billed to Insured","Installment","N","44108","31","1978","CHEV EL CAMIN    ","Standard","-1","6","99","Pleasure","-1","5","Unknown","Not Applicable","N","9","5000","100-300","50000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","45","45","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","441","1.0","Preferred","N","N","100-200","2006","N","N","166.42","0","0.0","0.0","0.0","0.0"
"367779601","Standard ","6","Direct Billed to Insured","Pre-paid","N","44113","31","1999","CHEV SILVER1500  ","Standard","-1","12","1","Farm    ","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","8","25000","100-300","50000","N","-1","Y","250","1","1","0","0","0","1","0","0","1","56","56","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","441","0.5","Hybrid","Y","Y","100-200","2006","Y","N","334.96","0","0.0","0.0","0.0","0.0"
"367825301","Standard ","6","Direct Billed to Insured","Installment","N","43372","31","2005","MAZD MAZDA6 I-I  ","Standard","-1","16","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","-1","25-50  ","25000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","32","32","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","433","0.5","Preferred","Y","Y","20-50","2006","N","N","243.16","0","0.0","0.0","0.0","0.0"
"367831401","Standard ","6","Direct Billed to Insured","Installment","N","43389","31","1996","TYTA TACOMA      ","Standard","-1","15","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","46","46","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","433","0.5","Standard","Y","Y","20-50","2006","Y","N","380.54","0","0.0","0.0","0.0","0.0"
"367842701","Standard ","6","Direct Billed to Insured","Installment","N","52173","31","2003","DODG DNGOSP-SXT  ","Standard","-1","13","1","Pleasure","-1","5","Unknown","Not Applicable","Y","4","1000","50-100 ","50000","N","-1","Y","500","1","0","1","1","0","0","0","1","1","20","20","0","1","0","0","0","0","0","0","Y","Without Driver Training        ","Not Eligible for Good Student Credit","0","N","N","Y","521","0.5","Hybrid","Y","Y","40-100 ","2006","Y","N","715.5","0","0.0","0.0","0.0","0.0"
"367852701","Standard ","6","Direct Billed to Insured","Installment","N","43389","31","2000","PONT GR PRIX GT  ","Standard","-1","15","1","Work    ","1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","7","1000","25-50  ","25000","N","-1","N","-1","1","0","1","0","0","1","0","0","1","50","50","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","433","0.5","Standard","N","N","20-50","2006","Y","N","135.68","0","0.0","0.0","0.0","0.0"
"367882902","Standard ","6","Direct Billed to Insured","Installment","N","42988","30","1994","DODG INTREPIDES  ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","5000","25-50  ","25000","N","-1","Y","500","1","0","1","0","0","1","0","0","1","60","60","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","429","1.0","Standard","Y","Y","20-50","2006","Y","N","274.54","0","0.0","0.0","0.0","0.0"
"367902002","Standard ","6","Direct Billed to Insured","Pre-paid","N","42460","35","2007","SCION T-C        ","Standard","-1","10","99","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","1","1000","250-500","100000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","40","40","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","424","1.0","Preferred","Y","Y","100-400","2006","Y","N","484.42","0","0.0","0.0","0.0","0.0"
"367934703","Standard ","6","Direct Billed to Insured","Installment","N","43899","31","1999","FORD F250 SPDTY  ","Standard","-1","12","99","Work    ","6","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","5000","50-100 ","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","37","37","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","438","1.0","Standard","N","Y","40-100 ","2006","Y","N","403.86","1","5450.0","2.0","5450.0","13.49"
"367949902","Standard ","6","Direct Billed to Insured","Installment","N","43374","31","2002","HOND ACCORD EX   ","Standard","-1","16","1","Work    ","5","5","Unknown","Passive Disabling-Vehicle Recovery","Y","5","1000","100-300","50000","N","-1","Y","500","1","1","0","0","0","1","0","0","1","50","50","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","433","0.5","Non-standard","N","Y","100-200","2006","Y","N","545.9","0","0.0","0.0","0.0","0.0"
